date,region_code,hospitalized,new_positives,deceased,swabs
2023-02-10,17,21,16,1019,1321867
2023-02-10,18,115,95,3325,4210649
2023-02-10,15,225,299,11741,20369164
2023-02-10,08,548,358,19219,19220589
2023-02-10,06,60,100,5960,7643384
2023-02-10,12,556,625,12729,25960155
2023-02-10,07,111,65,5860,6830695
2023-02-10,03,207,634,45419,44893414
2023-02-10,11,50,58,4375,3719134
2023-02-10,14,1,7,718,793180
2023-02-10,05,29,50,1609,5559922
2023-02-10,05,26,38,1644,3026095
2023-02-10,01,142,180,13821,21258439
2023-02-10,16,159,137,9598,13732665
2023-02-10,20,156,125,2912,5404761
2023-02-10,19,345,209,12639,16409177
2023-02-10,09,171,238,11507,16572861
2023-02-10,10,122,92,2420,5002992
2023-02-10,02,2,6,567,586678
2023-02-10,05,249,543,16608,36804961
2023-02-11,13,82,100,3906,7376434
2023-02-11,17,22,14,1019,1322111
2023-02-11,18,117,59,3325,4212014
2023-02-11,15,228,273,11741,20374576
2023-02-11,08,526,277,19220,19224386
2023-02-11,06,61,128,5963,7645082
2023-02-11,12,553,724,12732,25968176
2023-02-11,07,97,74,5860,6832024
2023-02-11,03,190,576,45424,44903492
2023-02-11,11,50,66,4375,3719372
2023-02-11,14,1,6,718,793467
2023-02-11,05,28,47,1609,5560573
2023-02-11,05,29,32,1644,3026418
2023-02-11,01,136,161,13821,21267866
2023-02-11,16,141,183,9603,13736444
2023-02-11,20,156,105,2912,5405536
2023-02-11,19,343,222,12641,16413736
2023-02-11,09,169,216,11507,16575255
2023-02-11,10,124,71,2420,5003727
2023-02-11,02,2,3,567,586730
2023-02-11,05,247,472,16611,36817608
2023-02-12,13,86,64,3906,7377788
2023-02-12,17,25,10,1019,1322311
2023-02-12,18,113,94,3326,4213413
2023-02-12,15,239,219,11741,20379347
2023-02-12,08,517,275,19220,19227460
2023-02-12,06,76,53,5963,7646115
2023-02-12,12,541,525,12737,25973698
2023-02-12,07,95,59,5861,6832989
2023-02-12,03,186,337,45424,44911253
2023-02-12,11,48,60,4376,3719517
2023-02-12,14,0,6,718,793639
2023-02-12,05,32,19,1609,5560872
2023-02-12,05,29,32,1644,3026682
2023-02-12,01,141,105,13821,21271831
2023-02-12,16,143,171,9603,13740559
2023-02-12,20,156,75,2912,5406244
2023-02-12,19,328,206,12644,16419082
2023-02-12,09,156,169,11508,16577896
2023-02-12,10,125,73,2420,5004417
2023-02-12,02,2,1,567,586799
2023-02-12,05,250,282,16611,36823912
2023-02-13,13,92,64,3906,7378289
2023-02-13,17,27,16,1019,1322513
2023-02-13,18,117,49,3326,4214714
2023-02-13,15,239,132,11745,20382236
2023-02-13,08,517,155,19227,19229480
2023-02-13,06,84,26,5963,7646889
2023-02-13,12,562,326,12739,25979403
2023-02-13,07,90,20,5861,6833580
2023-02-13,03,191,169,45424,44914988
2023-02-13,11,36,52,4381,3719823
2023-02-13,14,0,13,718,793777
2023-02-13,05,32,13,1609,5561178
2023-02-13,05,28,15,1646,3026891
2023-02-13,01,139,88,13821,21276000
2023-02-13,16,143,94,9603,13742425
2023-02-13,20,156,58,2912,5406519
2023-02-13,19,330,107,12648,16421603
2023-02-13,09,150,56,11509,16578826
2023-02-13,10,128,37,2420,5004731
2023-02-13,02,3,2,567,586817
2023-02-13,05,249,88,16612,36826070
2023-02-14,13,98,171,3908,7380737
2023-02-14,17,28,28,1019,1322844
2023-02-14,18,112,134,3327,4217083
2023-02-14,15,232,462,11747,20390990
2023-02-14,08,511,253,19235,19257740
2023-02-14,06,94,168,5968,7649421
2023-02-14,12,535,1118,12743,25991559
2023-02-14,07,94,137,5863,6835885
2023-02-14,03,207,1116,45429,44931380
2023-02-14,11,35,128,4382,3720311
2023-02-14,14,0,7,718,793801
2023-02-14,05,29,97,1609,5562140
2023-02-14,05,28,44,1646,3027418
2023-02-14,01,152,346,13821,21285142
2023-02-14,16,139,398,9609,13748772
2023-02-14,20,156,258,2918,5407366
2023-02-14,19,325,452,12650,16430120
2023-02-14,09,166,408,11515,16583603
2023-02-14,10,108,122,2425,5006118
2023-02-14,02,3,3,567,587001
2023-02-14,05,236,883,16623,36852032
2023-02-15,13,88,146,3912,7382570
2023-02-15,17,26,14,1019,1323239
2023-02-15,18,98,97,3331,4219159
2023-02-15,15,235,374,11750,20399581
2023-02-15,08,516,435,19238,19262009
2023-02-15,06,87,112,5974,7651288
2023-02-15,12,545,821,12747,26001418
2023-02-15,07,92,102,5873,6837725
2023-02-15,03,218,670,45436,44944257
2023-02-15,11,35,104,4382,3720771
2023-02-15,14,1,15,718,794330
2023-02-15,05,29,63,1609,5562830
2023-02-15,05,26,50,1646,3027837
2023-02-15,01,166,218,13821,21290910
2023-02-15,16,141,181,9611,13753238
2023-02-15,20,160,105,2920,5408579
2023-02-15,19,318,283,12654,16436956
2023-02-15,09,154,300,11524,16587051
2023-02-15,10,104,104,2428,5007191
2023-02-15,02,1,4,567,587079
2023-02-15,05,251,637,16625,36870904
2023-02-16,13,86,110,3913,7384215
2023-02-16,17,29,14,1019,1323533
2023-02-16,18,91,73,3334,4220682
2023-02-16,15,226,343,11752,20406471
2023-02-16,08,472,354,19242,19270644
2023-02-16,06,89,83,5976,7653038
2023-02-16,12,554,845,12750,26011020
2023-02-16,07,89,93,5873,6839458
2023-02-16,03,175,681,45474,44955344
2023-02-16,11,33,41,4383,3720987
2023-02-16,14,2,2,718,794487
2023-02-16,05,27,43,1609,5563582
2023-02-16,05,25,31,1646,3028263
2023-02-16,01,165,244,13821,21297333
2023-02-16,16,137,227,9613,13758181
2023-02-16,20,156,116,2920,5409858
2023-02-16,19,317,261,12658,16444026
2023-02-16,09,167,289,11527,16590940
2023-02-16,10,99,109,2429,5008152
2023-02-16,02,1,5,567,587194
2023-02-16,05,260,635,16626,36889484
2023-02-17,13,81,84,3916,7385608
2023-02-17,17,24,15,1020,1323865
2023-02-17,18,90,98,3334,4222501
2023-02-17,15,216,354,11754,20413546
2023-02-17,08,473,362,19245,19277938
2023-02-17,06,92,75,5977,7654309
2023-02-17,12,529,839,12753,26019126
2023-02-17,07,82,79,5873,6840952
2023-02-17,03,188,709,45483,44965560
2023-02-17,11,49,90,4388,3721326
2023-02-17,14,3,7,718,794731
2023-02-17,05,30,56,1609,5564069
2023-02-17,05,24,28,1646,3028579
2023-02-17,01,166,134,13821,21301672
2023-02-17,16,122,182,9618,13762340
2023-02-17,20,167,102,2920,5410834
2023-02-17,19,318,222,12660,16450223
2023-02-17,09,162,255,11532,16593903
2023-02-17,10,96,82,2430,5009086
2023-02-17,02,4,2,567,587262
2023-02-17,05,261,599,16634,36903242
2023-02-18,13,86,76,3916,7386909
2023-02-18,17,26,16,1020,1324073
2023-02-18,18,91,101,3335,4224017
2023-02-18,15,224,381,11755,20419355
2023-02-18,08,465,319,19249,19281319
2023-02-18,06,88,89,5978,7655621
2023-02-18,12,558,773,12755,26026955
2023-02-18,07,90,71,5873,6842316
2023-02-18,03,217,578,45492,44975178
2023-02-18,11,50,75,4389,3721581
2023-02-18,14,3,9,718,794986
2023-02-18,05,27,59,1609,5564703
2023-02-18,05,26,55,1646,3028940
2023-02-18,01,160,223,13821,21313592
2023-02-18,16,123,207,9619,13766198
2023-02-18,20,175,75,2920,5411585
2023-02-18,19,318,203,12661,16455702
2023-02-18,09,158,254,11535,16596492
2023-02-18,10,91,110,2432,5009889
2023-02-18,02,4,0,567,587262
2023-02-18,05,263,524,16637,36918085
2023-02-19,13,86,63,3918,7388183
2023-02-19,17,28,8,1020,1324302
2023-02-19,18,88,75,3337,4225397
2023-02-19,15,241,259,11755,20424300
2023-02-19,08,466,278,19249,19284184
2023-02-19,06,88,50,5980,7656501
2023-02-19,12,573,658,12756,26033812
2023-02-19,07,90,61,5873,6843360
2023-02-19,03,215,407,45492,44982642
2023-02-19,11,49,66,4390,3721879
2023-02-19,14,3,13,718,795322
2023-02-19,05,28,28,1609,5564954
2023-02-19,05,26,22,1646,3029183
2023-02-19,01,164,101,13821,21317309
2023-02-19,16,123,156,9620,13769933
2023-02-19,20,171,34,2920,5412023
2023-02-19,19,313,135,12666,16460351
2023-02-19,09,159,196,11538,16599182
2023-02-19,10,93,97,2433,5010630
2023-02-19,02,4,6,567,587453
2023-02-19,05,269,364,16637,36925931
2023-02-20,13,93,40,3919,7388629
2023-02-20,17,27,12,1020,1324492
2023-02-20,18,89,34,3337,4226293
2023-02-20,15,245,108,11756,20427208
2023-02-20,08,472,147,19257,19286126
2023-02-20,06,97,29,5980,7657210
2023-02-20,12,567,427,12759,26041180
2023-02-20,07,75,30,5873,6843893
2023-02-20,03,210,193,45492,44986301
2023-02-20,11,48,28,4391,3722037
2023-02-20,14,3,6,718,795487
2023-02-20,05,27,17,1609,5565244
2023-02-20,05,27,17,1646,3029401
2023-02-20,01,174,84,13821,21320983
2023-02-20,16,121,69,9620,13771683
2023-02-20,20,173,55,2921,5412430
2023-02-20,19,304,91,12669,16463379
2023-02-20,09,143,65,11539,16600178
2023-02-20,10,94,37,2433,5010933
2023-02-20,02,2,3,567,587521
2023-02-20,05,272,121,16637,36928554
2023-02-21,13,104,116,3922,7390937
2023-02-21,17,27,12,1020,1324903
2023-02-21,18,93,144,3337,4228490
2023-02-21,15,244,537,11760,20435997
2023-02-21,08,476,308,19261,19291643
2023-02-21,06,96,134,5983,7659373
2023-02-21,12,595,1300,12765,26052189
2023-02-21,07,82,152,5875,6846483
2023-02-21,03,255,1089,45500,45002697
2023-02-21,11,43,145,4392,3722610
2023-02-21,14,3,10,718,795680
2023-02-21,05,27,87,1609,5566088
2023-02-21,05,25,56,1646,3029919
2023-02-21,01,180,355,13822,21329523
2023-02-21,16,116,344,9625,13778517
2023-02-21,20,164,159,2922,5414007
2023-02-21,19,302,285,12672,16471167
2023-02-21,09,165,455,11543,16604941
2023-02-21,10,94,169,2439,5012206
2023-02-21,02,3,5,567,587664
2023-02-21,05,287,937,16642,36949533
2023-02-22,13,107,128,3925,7392674
2023-02-22,17,25,21,1020,1325283
2023-02-22,18,94,110,3337,4230614
2023-02-22,15,252,401,11764,20443635
2023-02-22,08,492,425,19264,19295649
2023-02-22,06,92,94,5984,7660811
2023-02-22,12,581,812,12769,26062806
2023-02-22,07,91,85,5875,6848202
2023-02-22,03,204,696,45505,45014518
2023-02-22,11,41,66,4392,3723012
2023-02-22,14,2,9,719,796138
2023-02-22,05,30,62,1609,5566728
2023-02-22,05,22,53,1646,3030375
2023-02-22,01,186,204,13823,21336119
2023-02-22,16,113,230,9627,13783912
2023-02-22,20,151,89,2922,5415117
2023-02-22,19,289,194,12673,16477693
2023-02-22,09,171,253,11547,16608593
2023-02-22,10,107,108,2440,5013226
2023-02-22,02,3,3,567,587755
2023-02-22,05,298,619,16646,36966740
2023-02-23,13,105,121,3926,7394379
2023-02-23,17,23,16,1020,1325596
2023-02-23,18,90,101,3337,4232570
2023-02-23,15,256,347,11769,20451361
2023-02-23,08,490,419,19266,19299412
2023-02-23,06,98,95,5984,7662306
2023-02-23,12,583,923,12771,26072772
2023-02-23,07,103,74,5875,6849809
2023-02-23,03,201,669,45513,45025427
2023-02-23,11,39,75,4393,3723416
2023-02-23,14,3,6,719,796281
2023-02-23,05,30,57,1610,5567490
2023-02-23,05,20,46,1647,3030836
2023-02-23,01,173,216,13825,21343778
2023-02-23,16,106,212,9627,13788523
2023-02-23,20,148,115,2922,5416319
2023-02-23,19,286,254,12674,16484925
2023-02-23,09,169,272,11554,16612256
2023-02-23,10,88,86,2440,5014229
2023-02-23,02,3,0,567,587755
2023-02-23,05,317,616,16655,36983747
2023-02-24,13,100,157,3927,7395924
2023-02-24,17,21,17,1020,1325871
2023-02-24,18,93,107,3340,4234413
2023-02-24,15,243,311,11770,20458176
2023-02-24,08,502,338,19273,19302706
2023-02-24,06,91,71,5987,7663679
2023-02-24,12,576,828,12773,26081196
2023-02-24,07,98,66,5876,6851234
2023-02-24,03,211,624,45525,45035681
2023-02-24,11,40,80,4395,3723749
2023-02-24,14,3,11,719,796616
2023-02-24,05,27,52,1610,5568082
2023-02-24,05,22,34,1647,3031169
2023-02-24,01,191,270,13825,21356579
2023-02-24,16,107,209,9629,13792719
2023-02-24,20,141,75,2922,5417274
2023-02-24,19,281,201,12677,16491129
2023-02-24,09,168,277,11560,16615251
2023-02-24,10,90,106,2442,5015124
2023-02-24,02,2,38,567,588330
2023-02-24,05,300,547,16659,36999714
2023-02-25,13,102,78,3927,7397133
2023-02-25,17,21,13,1021,1326090
2023-02-25,18,99,103,3341,4236075
2023-02-25,15,246,276,11772,20463929
2023-02-25,08,489,308,19276,19308373
2023-02-25,06,92,85,5990,7665036
2023-02-25,12,576,660,12778,26088506
2023-02-25,07,93,65,5876,6852513
2023-02-25,03,192,607,45527,45044777
2023-02-25,11,39,96,4395,3724048
2023-02-25,14,3,10,719,796719
2023-02-25,05,32,59,1610,5568716
2023-02-25,05,24,41,1647,3031522
2023-02-25,01,191,100,13825,21366144
2023-02-25,16,106,193,9631,13796266
2023-02-25,20,142,67,2922,5417909
2023-02-25,19,282,194,12681,16496129
2023-02-25,09,170,261,11562,16617818
2023-02-25,10,85,81,2445,5015931
2023-02-25,02,2,3,567,588397
2023-02-25,05,311,595,16662,37015145
2023-02-26,13,98,63,3927,7398251
2023-02-26,17,19,9,1021,1326327
2023-02-26,18,95,71,3344,4237469
2023-02-26,15,249,216,11776,20468830
2023-02-26,08,480,227,19276,19310849
2023-02-26,06,95,49,5990,7665773
2023-02-26,12,570,561,12778,26095370
2023-02-26,07,94,52,5876,6853596
2023-02-26,03,193,406,45528,45051612
2023-02-26,11,38,68,4396,3724325
2023-02-26,14,3,8,719,797075
2023-02-26,05,33,25,1610,5569013
2023-02-26,05,26,22,1647,3031800
2023-02-26,01,194,104,13826,21371357
2023-02-26,16,102,129,9631,13800016
2023-02-26,20,144,47,2922,5418615
2023-02-26,19,292,169,12684,16501099
2023-02-26,09,160,194,11562,16620612
2023-02-26,10,87,66,2445,5016627
2023-02-26,02,2,2,567,588506
2023-02-26,05,306,351,16662,37023958
2023-02-27,13,98,41,3927,7398717
2023-02-27,17,19,8,1021,1326520
2023-02-27,18,96,50,3345,4238513
2023-02-27,15,253,125,11776,20471924
2023-02-27,08,494,178,19279,19312536
2023-02-27,06,98,28,5990,7666399
2023-02-27,12,575,345,12780,26102942
2023-02-27,07,94,19,5876,6854196
2023-02-27,03,184,162,45551,45055106
2023-02-27,11,38,22,4396,3724456
2023-02-27,14,3,9,719,797293
2023-02-27,05,37,13,1610,5569273
2023-02-27,05,25,10,1647,3031996
2023-02-27,01,189,103,13826,21376952
2023-02-27,16,102,64,9631,13801685
2023-02-27,20,144,26,2922,5418864
2023-02-27,19,293,86,12686,16503675
2023-02-27,09,172,57,11562,16621460
2023-02-27,10,93,37,2445,5017005
2023-02-27,02,2,4,567,588570
2023-02-27,05,304,110,16662,37025595
2023-02-28,13,99,133,3928,7401068
2023-02-28,17,18,16,1021,1326901
2023-02-28,18,95,146,3347,4240873
2023-02-28,15,256,473,11785,20480845
2023-02-28,08,504,233,19281,19320420
2023-02-28,06,97,136,5991,7668398
2023-02-28,12,559,1032,12783,26113597
2023-02-28,07,95,104,5878,6856516
2023-02-28,03,159,961,45555,45070974
2023-02-28,11,38,112,4396,3724956
2023-02-28,14,3,12,719,797381
2023-02-28,05,37,111,1610,5570193
2023-02-28,05,23,46,1647,3032475
2023-02-28,01,196,248,13827,21386926
2023-02-28,16,106,304,9637,13807768
2023-02-28,20,144,147,2922,5420705
2023-02-28,19,284,328,12688,16512255
2023-02-28,09,180,364,11569,16626094
2023-02-28,10,91,113,2446,5018382
2023-02-28,02,2,9,567,588726
2023-02-28,05,317,869,16665,37063418
2023-03-01,13,90,133,3930,7402611
2023-03-01,17,17,21,1021,1327222
2023-03-01,18,96,72,3347,4242793
2023-03-01,15,260,322,11786,20488181
2023-03-01,08,507,343,19281,19326111
2023-03-01,06,90,86,5994,7670105
2023-03-01,12,556,1217,12786,26121611
2023-03-01,07,98,63,5880,6858060
2023-03-01,03,170,611,45557,45082150
2023-03-01,11,37,57,4396,3725291
2023-03-01,14,5,9,719,797770
2023-03-01,05,45,64,1610,5570920
2023-03-01,05,25,31,1647,3032868
2023-03-01,01,187,210,13828,21396773
2023-03-01,16,102,156,9640,13812254
2023-03-01,20,147,103,2922,5422335
2023-03-01,19,292,192,12690,16518176
2023-03-01,09,182,203,11572,16629467
2023-03-01,10,88,103,2449,5019432
2023-03-01,02,6,5,567,588826
2023-03-01,05,310,632,16672,37082335
2023-03-02,13,86,107,3931,7404286
2023-03-02,17,17,9,1021,1327527
2023-03-02,18,91,99,3347,4244817
2023-03-02,15,258,288,11791,20494769
2023-03-02,08,501,297,19283,19330381
2023-03-02,06,90,80,5998,7671669
2023-03-02,12,562,569,12787,26131561
2023-03-02,07,102,74,5880,6859574
2023-03-02,03,174,565,45558,45093021
2023-03-02,11,45,70,4399,3725614
2023-03-02,14,4,4,719,797955
2023-03-02,05,45,70,1610,5571691
2023-03-02,05,24,31,1647,3033270
2023-03-02,01,182,148,13828,21404234
2023-03-02,16,103,161,9646,13816740
2023-03-02,20,147,75,2923,5423330
2023-03-02,19,280,206,12692,16524409
2023-03-02,09,186,224,11574,16633160
2023-03-02,10,89,93,2449,5020315
2023-03-02,02,4,3,567,588950
2023-03-02,05,307,331,16672,37099126
2023-03-03,13,78,98,3931,7405644
2023-03-03,17,14,14,1021,1327715
2023-03-03,18,92,92,3347,4246550
2023-03-03,15,257,228,11793,20501028
2023-03-03,08,480,251,19285,19333410
2023-03-03,06,89,69,5999,7672887
2023-03-03,12,542,525,12790,26138173
2023-03-03,07,97,48,5881,6860764
2023-03-03,03,181,567,45569,45102190
2023-03-03,11,45,56,4399,3725951
2023-03-03,14,5,16,719,798467
2023-03-03,05,42,58,1610,5572253
2023-03-03,05,22,32,1647,3033576
2023-03-03,01,180,151,13828,21411899
2023-03-03,16,100,144,9653,13820785
2023-03-03,20,142,64,2925,5424122
2023-03-03,19,265,168,12697,16529848
2023-03-03,09,183,157,11582,16635927
2023-03-03,10,90,79,2449,5021146
2023-03-03,02,4,1,567,589028
2023-03-03,05,326,708,16681,37114937
2023-03-04,13,75,77,3931,7407157
2023-03-04,17,13,6,1022,1327903
2023-03-04,18,82,63,3348,4248029
2023-03-04,15,253,271,11797,20506226
2023-03-04,08,465,257,19286,19338713
2023-03-04,06,85,81,6000,7674086
2023-03-04,12,523,497,12791,26144725
2023-03-04,07,98,55,5881,6861682
2023-03-04,03,168,536,45575,45109884
2023-03-04,11,45,64,4400,3726182
2023-03-04,14,5,0,719,798477
2023-03-04,05,39,40,1611,5572860
2023-03-04,05,18,39,1647,3033874
2023-03-04,01,186,196,13828,21424125
2023-03-04,16,95,120,9654,13824355
2023-03-04,20,137,48,2925,5424651
2023-03-04,19,267,154,12699,16535339
2023-03-04,09,165,202,11584,16638301
2023-03-04,10,92,83,2449,5021922
2023-03-04,02,5,6,567,589088
2023-03-04,05,332,468,16682,37129923
2023-03-05,13,73,15,3931,7407736
2023-03-05,17,11,8,1022,1328078
2023-03-05,18,84,60,3348,4249373
2023-03-05,15,261,196,11797,20510640
2023-03-05,08,463,199,19286,19340851
2023-03-05,06,85,0,6000,7674086
2023-03-05,12,522,507,12791,26150955
2023-03-05,07,93,45,5881,6862395
2023-03-05,03,177,326,45579,45115844
2023-03-05,11,45,41,4400,3726447
2023-03-05,14,5,7,719,798755
2023-03-05,05,39,21,1611,5573160
2023-03-05,05,19,19,1647,3034102
2023-03-05,01,197,122,13828,21428646
2023-03-05,16,90,100,9656,13827702
2023-03-05,20,133,35,2926,5425302
2023-03-05,19,255,110,12701,16539314
2023-03-05,09,171,152,11584,16640909
2023-03-05,10,89,67,2449,5022585
2023-03-05,02,5,3,567,589191
2023-03-05,05,329,283,16682,37136983
2023-03-06,13,77,44,3931,7408106
2023-03-06,17,15,6,1022,1328279
2023-03-06,18,88,42,3350,4250507
2023-03-06,15,255,103,11798,20513495
2023-03-06,08,490,154,19290,19342345
2023-03-06,06,88,68,6000,7675521
2023-03-06,12,509,234,12796,26156993
2023-03-06,07,90,31,5881,6862762
2023-03-06,03,192,219,45585,45119079
2023-03-06,11,43,25,4401,3726558
2023-03-06,14,6,2,719,798927
2023-03-06,05,39,9,1611,5573494
2023-03-06,05,20,18,1648,3034297
2023-03-06,01,204,90,13828,21433530
2023-03-06,16,92,82,9656,13830224
2023-03-06,20,132,30,2926,5425517
2023-03-06,19,256,49,12706,16541496
2023-03-06,09,154,68,11584,16641802
2023-03-06,10,93,37,2449,5022858
2023-03-06,02,4,4,567,589246
2023-03-06,05,320,106,16682,37139654
2023-03-07,13,70,127,3933,7410116
2023-03-07,17,15,15,1022,1328663
2023-03-07,18,82,114,3351,4252854
2023-03-07,15,240,470,11800,20522258
2023-03-07,08,479,302,19292,19348986
2023-03-07,06,90,119,6003,7677498
2023-03-07,12,493,872,12799,26168052
2023-03-07,07,90,109,5882,6864587
2023-03-07,03,187,1087,45590,45134785
2023-03-07,11,42,100,4402,3727049
2023-03-07,14,4,3,719,798933
2023-03-07,05,36,98,1611,5574431
2023-03-07,05,23,61,1648,3034799
2023-03-07,01,203,266,13829,21440765
2023-03-07,16,83,219,9660,13834923
2023-03-07,20,122,108,2927,5426714
2023-03-07,19,253,274,12706,16549003
2023-03-07,09,168,326,11592,16646080
2023-03-07,10,102,127,2454,5024158
2023-03-07,02,7,4,567,589369
2023-03-07,05,318,886,16688,37162017
2023-03-08,13,69,70,3934,7411563
2023-03-08,17,10,11,1022,1328960
2023-03-08,18,68,70,3351,4254853
2023-03-08,15,224,292,11803,20530839
2023-03-08,08,477,376,19292,19353791
2023-03-08,06,86,108,6003,7679161
2023-03-08,12,466,519,12803,26178425
2023-03-08,07,105,71,5885,6865890
2023-03-08,03,189,707,45592,45145474
2023-03-08,11,39,56,4402,3727434
2023-03-08,14,3,10,719,799454
2023-03-08,05,38,69,1611,5575098
2023-03-08,05,28,52,1648,3035174
2023-03-08,01,206,192,13829,21447679
2023-03-08,16,91,146,9664,13839053
2023-03-08,20,125,67,2928,5427858
2023-03-08,19,245,187,12709,16555241
2023-03-08,09,150,217,11596,16649055
2023-03-08,10,100,91,2454,5025203
2023-03-08,02,5,4,567,589448
2023-03-08,05,325,620,16690,37181079
2023-03-09,13,67,66,3935,7412952
2023-03-09,17,10,14,1022,1329226
2023-03-09,18,67,64,3352,4256607
2023-03-09,15,210,280,11804,20537279
2023-03-09,08,470,302,19295,19359039
2023-03-09,06,82,81,6007,7680575
2023-03-09,12,455,593,12807,26187085
2023-03-09,07,103,64,5885,6867265
2023-03-09,03,188,645,45604,45155162
2023-03-09,11,39,55,4403,3727766
2023-03-09,14,2,1,719,799560
2023-03-09,05,30,71,1611,5575874
2023-03-09,05,28,45,1648,3035501
2023-03-09,01,195,219,13829,21453961
2023-03-09,16,88,150,9666,13842886
2023-03-09,20,122,118,2929,5428756
2023-03-09,19,240,172,12709,16560883
2023-03-09,09,143,247,11599,16652165
2023-03-09,10,94,87,2455,5026229
2023-03-09,02,6,9,567,589586
2023-03-09,05,323,557,16692,37195950
2023-03-10,13,69,80,3937,7414084
2023-03-10,17,12,15,1022,1329442
2023-03-10,18,69,71,3353,4258418
2023-03-10,15,206,255,11808,20543324
2023-03-10,08,467,264,19297,19363774
2023-03-10,06,91,92,6008,7681922
2023-03-10,12,443,564,12813,26193642
2023-03-10,07,111,58,5885,6868378
2023-03-10,03,172,619,45612,45164227
2023-03-10,11,33,60,4403,3728105
2023-03-10,14,2,12,719,799959
2023-03-10,05,28,58,1611,5576427
2023-03-10,05,30,43,1648,3035818
2023-03-10,01,190,194,13829,21461825
2023-03-10,16,71,130,9669,13846861
2023-03-10,20,117,46,2930,5429528
2023-03-10,19,225,148,12710,16566609
2023-03-10,09,158,218,11600,16654704
2023-03-10,10,95,71,2456,5026994
2023-03-10,02,5,4,567,589667
2023-03-10,05,308,604,16693,37212012
2023-03-11,13,72,81,3937,7415134
2023-03-11,17,12,12,1022,1329591
2023-03-11,18,71,70,3353,4259785
2023-03-11,15,206,307,11808,20548273
2023-03-11,08,466,289,19299,19366587
2023-03-11,06,99,103,6010,7683188
2023-03-11,12,442,476,12813,26201093
2023-03-11,07,109,66,5885,6869393
2023-03-11,03,183,612,45617,45172155
2023-03-11,11,32,52,4403,3728330
2023-03-11,14,2,1,719,800045
2023-03-11,05,24,46,1611,5577000
2023-03-11,05,28,46,1648,3036167
2023-03-11,01,179,153,13830,21470851
2023-03-11,16,79,115,9669,13850326
2023-03-11,20,104,54,2931,5430024
2023-03-11,19,220,136,12710,16571256
2023-03-11,09,146,183,11605,16656743
2023-03-11,10,92,83,2456,5027621
2023-03-11,02,5,0,567,589720
2023-03-11,05,334,487,16701,37225132
2023-03-12,13,62,40,3937,7416224
2023-03-12,17,13,12,1022,1329796
2023-03-12,18,69,55,3353,4260951
2023-03-12,15,205,197,11808,20552612
2023-03-12,08,473,222,19307,19368670
2023-03-12,06,93,49,6013,7683976
2023-03-12,12,432,417,12815,26206386
2023-03-12,07,118,44,5885,6870044
2023-03-12,03,191,438,45626,45178020
2023-03-12,11,31,43,4404,3728564
2023-03-12,14,1,4,720,800395
2023-03-12,05,26,21,1611,5577314
2023-03-12,05,29,28,1648,3036404
2023-03-12,01,183,132,13830,21474231
2023-03-12,16,78,107,9669,13853347
2023-03-12,20,107,32,2931,5430638
2023-03-12,19,213,118,12712,16574966
2023-03-12,09,148,136,11606,16659146
2023-03-12,10,93,73,2456,5028273
2023-03-12,02,5,3,567,589817
2023-03-12,05,327,340,16701,37231683
2023-03-13,13,65,36,3939,7416656
2023-03-13,17,13,3,1022,1329967
2023-03-13,18,69,45,3354,4262019
2023-03-13,15,202,93,11812,20555506
2023-03-13,08,478,133,19312,19370075
2023-03-13,06,96,23,6014,7684579
2023-03-13,12,432,280,12820,26212933
2023-03-13,07,119,19,5890,6870400
2023-03-13,03,176,244,45635,45181612
2023-03-13,11,29,69,4404,3728933
2023-03-13,14,2,4,720,800555
2023-03-13,05,26,11,1611,5577583
2023-03-13,05,30,17,1649,3036602
2023-03-13,01,187,76,13830,21477998
2023-03-13,16,77,50,9670,13854629
2023-03-13,20,105,25,2932,5430926
2023-03-13,19,214,50,12713,16577186
2023-03-13,09,144,61,11606,16659989
2023-03-13,10,95,28,2457,5028570
2023-03-13,02,6,5,567,589857
2023-03-13,05,319,107,16701,37234232
2023-03-14,13,62,130,3940,7418753
2023-03-14,17,9,24,1022,1330275
2023-03-14,18,70,93,3356,4264233
2023-03-14,15,198,398,11812,20563469
2023-03-14,08,456,238,19313,19374029
2023-03-14,06,91,145,6015,7686622
2023-03-14,12,426,758,12826,26221534
2023-03-14,07,110,111,5891,6872421
2023-03-14,03,175,1246,45642,45196250
2023-03-14,11,29,86,4405,3729388
2023-03-14,14,2,5,720,800562
2023-03-14,05,24,81,1611,5578509
2023-03-14,05,33,67,1649,3037088
2023-03-14,01,175,279,13831,21485890
2023-03-14,16,80,236,9674,13859928
2023-03-14,20,132,107,2932,5432282
2023-03-14,19,209,221,12716,16584106
2023-03-14,09,147,352,11608,16664413
2023-03-14,10,78,89,2460,5029774
2023-03-14,02,3,5,567,589992
2023-03-14,05,302,804,16706,37254705
2023-03-15,13,64,99,3941,7420617
2023-03-15,17,7,23,1022,1330598
2023-03-15,18,71,59,3358,4266151
2023-03-15,15,204,306,11813,20570448
2023-03-15,08,441,322,19315,19377050
2023-03-15,06,96,106,6017,7688169
2023-03-15,12,423,479,12828,26231596
2023-03-15,07,107,65,5892,6873681
2023-03-15,03,174,752,45647,45207647
2023-03-15,11,28,53,4406,3729778
2023-03-15,14,4,10,720,801045
2023-03-15,05,28,68,1611,5579132
2023-03-15,05,36,53,1649,3037443
